"tensor(3.8120, device='cuda:0')","tensor(-3.2156, device='cuda:0')","tensor(0.6057, device='cuda:0')"
"tensor(3.5431, device='cuda:0')","tensor(-3.0193, device='cuda:0')","tensor(0.7215, device='cuda:0')"
"tensor(0.8861, device='cuda:0')","tensor(-1.9423, device='cuda:0')","tensor(1.3700, device='cuda:0')"
"tensor(2.8795, device='cuda:0')","tensor(-3.2828, device='cuda:0')","tensor(1.1167, device='cuda:0')"
"tensor(3.8455, device='cuda:0')","tensor(-3.9378, device='cuda:0')","tensor(0.9890, device='cuda:0')"
"tensor(3.5153, device='cuda:0')","tensor(-3.3034, device='cuda:0')","tensor(0.9093, device='cuda:0')"
"tensor(3.0757, device='cuda:0')","tensor(-3.4686, device='cuda:0')","tensor(1.4060, device='cuda:0')"
"tensor(2.6001, device='cuda:0')","tensor(-2.7877, device='cuda:0')","tensor(0.6816, device='cuda:0')"
"tensor(1.2879, device='cuda:0')","tensor(-2.7030, device='cuda:0')","tensor(1.8710, device='cuda:0')"
"tensor(4.1497, device='cuda:0')","tensor(-3.5216, device='cuda:0')","tensor(0.7243, device='cuda:0')"
"tensor(2.6737, device='cuda:0')","tensor(-3.3939, device='cuda:0')","tensor(1.6066, device='cuda:0')"
"tensor(3.3471, device='cuda:0')","tensor(-2.9227, device='cuda:0')","tensor(0.7767, device='cuda:0')"
"tensor(3.5855, device='cuda:0')","tensor(-3.8274, device='cuda:0')","tensor(1.2983, device='cuda:0')"
"tensor(3.9042, device='cuda:0')","tensor(-4.1456, device='cuda:0')","tensor(1.1849, device='cuda:0')"
"tensor(2.3578, device='cuda:0')","tensor(-2.8749, device='cuda:0')","tensor(1.3128, device='cuda:0')"
"tensor(4.5525, device='cuda:0')","tensor(-4.0155, device='cuda:0')","tensor(0.8983, device='cuda:0')"
"tensor(1.9204, device='cuda:0')","tensor(-3.7177, device='cuda:0')","tensor(2.3291, device='cuda:0')"
"tensor(3.0005, device='cuda:0')","tensor(-2.9751, device='cuda:0')","tensor(0.9079, device='cuda:0')"
"tensor(4.0083, device='cuda:0')","tensor(-1.6537, device='cuda:0')","tensor(-1.0861, device='cuda:0')"
"tensor(4.2305, device='cuda:0')","tensor(-4.8717, device='cuda:0')","tensor(1.7026, device='cuda:0')"
"tensor(3.1176, device='cuda:0')","tensor(-3.0280, device='cuda:0')","tensor(1.0613, device='cuda:0')"
"tensor(2.0900, device='cuda:0')","tensor(-3.0980, device='cuda:0')","tensor(1.6739, device='cuda:0')"
"tensor(3.4603, device='cuda:0')","tensor(-3.3266, device='cuda:0')","tensor(0.9256, device='cuda:0')"
"tensor(2.2117, device='cuda:0')","tensor(-2.8941, device='cuda:0')","tensor(1.4014, device='cuda:0')"
"tensor(4.2541, device='cuda:0')","tensor(-3.5541, device='cuda:0')","tensor(0.7817, device='cuda:0')"
"tensor(3.0077, device='cuda:0')","tensor(-3.9081, device='cuda:0')","tensor(1.7138, device='cuda:0')"
"tensor(3.6860, device='cuda:0')","tensor(-3.3818, device='cuda:0')","tensor(0.8864, device='cuda:0')"
"tensor(0.6676, device='cuda:0')","tensor(-0.2694, device='cuda:0')","tensor(-0.1577, device='cuda:0')"
"tensor(3.1797, device='cuda:0')","tensor(-3.3654, device='cuda:0')","tensor(1.2290, device='cuda:0')"
"tensor(4.8915, device='cuda:0')","tensor(-3.8428, device='cuda:0')","tensor(0.4012, device='cuda:0')"
"tensor(1.9552, device='cuda:0')","tensor(-3.2200, device='cuda:0')","tensor(1.8482, device='cuda:0')"
"tensor(3.8482, device='cuda:0')","tensor(-3.2009, device='cuda:0')","tensor(0.6691, device='cuda:0')"
"tensor(4.7831, device='cuda:0')","tensor(-4.2516, device='cuda:0')","tensor(0.8622, device='cuda:0')"
"tensor(3.6808, device='cuda:0')","tensor(-4.5425, device='cuda:0')","tensor(1.8656, device='cuda:0')"
"tensor(2.8212, device='cuda:0')","tensor(-3.0906, device='cuda:0')","tensor(1.1881, device='cuda:0')"
"tensor(1.9611, device='cuda:0')","tensor(-2.5489, device='cuda:0')","tensor(1.2808, device='cuda:0')"
"tensor(3.7945, device='cuda:0')","tensor(-3.6850, device='cuda:0')","tensor(0.8912, device='cuda:0')"
"tensor(2.8532, device='cuda:0')","tensor(-3.6493, device='cuda:0')","tensor(1.5342, device='cuda:0')"
"tensor(2.9109, device='cuda:0')","tensor(-3.2257, device='cuda:0')","tensor(1.1313, device='cuda:0')"
"tensor(5.2600, device='cuda:0')","tensor(-4.5188, device='cuda:0')","tensor(0.6250, device='cuda:0')"
"tensor(4.2018, device='cuda:0')","tensor(-4.0467, device='cuda:0')","tensor(0.8451, device='cuda:0')"
"tensor(3.5503, device='cuda:0')","tensor(-3.8150, device='cuda:0')","tensor(1.4461, device='cuda:0')"
"tensor(3.2725, device='cuda:0')","tensor(-2.6420, device='cuda:0')","tensor(0.6584, device='cuda:0')"
"tensor(3.6729, device='cuda:0')","tensor(-2.9994, device='cuda:0')","tensor(0.4211, device='cuda:0')"
"tensor(2.4565, device='cuda:0')","tensor(-4.4220, device='cuda:0')","tensor(2.7214, device='cuda:0')"
"tensor(4.3182, device='cuda:0')","tensor(-3.9710, device='cuda:0')","tensor(0.7901, device='cuda:0')"
"tensor(2.4807, device='cuda:0')","tensor(-2.6497, device='cuda:0')","tensor(1.0765, device='cuda:0')"
"tensor(-0.9088, device='cuda:0')","tensor(-1.9033, device='cuda:0')","tensor(2.4514, device='cuda:0')"
"tensor(-4.1661, device='cuda:0')","tensor(6.0569, device='cuda:0')","tensor(-3.2815, device='cuda:0')"
"tensor(-3.8389, device='cuda:0')","tensor(7.7068, device='cuda:0')","tensor(-4.6898, device='cuda:0')"
"tensor(-4.2142, device='cuda:0')","tensor(4.8187, device='cuda:0')","tensor(-2.3415, device='cuda:0')"
"tensor(-2.9416, device='cuda:0')","tensor(5.3073, device='cuda:0')","tensor(-3.4042, device='cuda:0')"
"tensor(-3.4000, device='cuda:0')","tensor(3.6209, device='cuda:0')","tensor(-2.0177, device='cuda:0')"
"tensor(-3.5741, device='cuda:0')","tensor(5.3761, device='cuda:0')","tensor(-3.1265, device='cuda:0')"
"tensor(-3.8041, device='cuda:0')","tensor(7.5233, device='cuda:0')","tensor(-4.6294, device='cuda:0')"
"tensor(-4.8961, device='cuda:0')","tensor(7.0671, device='cuda:0')","tensor(-3.6446, device='cuda:0')"
"tensor(-1.2801, device='cuda:0')","tensor(2.4654, device='cuda:0')","tensor(-2.3430, device='cuda:0')"
"tensor(-2.4001, device='cuda:0')","tensor(3.6280, device='cuda:0')","tensor(-2.5550, device='cuda:0')"
"tensor(-1.3021, device='cuda:0')","tensor(3.1075, device='cuda:0')","tensor(-2.7589, device='cuda:0')"
"tensor(-4.0276, device='cuda:0')","tensor(4.9066, device='cuda:0')","tensor(-2.5062, device='cuda:0')"
"tensor(-3.2893, device='cuda:0')","tensor(4.6686, device='cuda:0')","tensor(-2.7565, device='cuda:0')"
"tensor(-3.6423, device='cuda:0')","tensor(5.3672, device='cuda:0')","tensor(-3.0567, device='cuda:0')"
"tensor(-1.3658, device='cuda:0')","tensor(4.5243, device='cuda:0')","tensor(-3.7254, device='cuda:0')"
"tensor(-2.1544, device='cuda:0')","tensor(3.9011, device='cuda:0')","tensor(-2.9831, device='cuda:0')"
"tensor(-3.8500, device='cuda:0')","tensor(5.5609, device='cuda:0')","tensor(-3.1022, device='cuda:0')"
"tensor(-4.0148, device='cuda:0')","tensor(5.5325, device='cuda:0')","tensor(-2.8514, device='cuda:0')"
"tensor(-3.5795, device='cuda:0')","tensor(3.5649, device='cuda:0')","tensor(-1.6358, device='cuda:0')"
"tensor(-3.0013, device='cuda:0')","tensor(4.1240, device='cuda:0')","tensor(-2.4390, device='cuda:0')"
"tensor(-3.4326, device='cuda:0')","tensor(3.5331, device='cuda:0')","tensor(-1.9486, device='cuda:0')"
"tensor(-3.6699, device='cuda:0')","tensor(5.4186, device='cuda:0')","tensor(-3.1343, device='cuda:0')"
"tensor(-3.3808, device='cuda:0')","tensor(4.5251, device='cuda:0')","tensor(-2.5496, device='cuda:0')"
"tensor(-4.0829, device='cuda:0')","tensor(5.4468, device='cuda:0')","tensor(-2.9385, device='cuda:0')"
"tensor(-3.1669, device='cuda:0')","tensor(4.2502, device='cuda:0')","tensor(-2.5132, device='cuda:0')"
"tensor(-3.9014, device='cuda:0')","tensor(4.9179, device='cuda:0')","tensor(-2.5277, device='cuda:0')"
"tensor(-3.4541, device='cuda:0')","tensor(5.5731, device='cuda:0')","tensor(-3.2182, device='cuda:0')"
"tensor(-3.3764, device='cuda:0')","tensor(5.5739, device='cuda:0')","tensor(-3.2427, device='cuda:0')"
"tensor(-3.8858, device='cuda:0')","tensor(5.6772, device='cuda:0')","tensor(-3.2327, device='cuda:0')"
"tensor(-3.2161, device='cuda:0')","tensor(5.1658, device='cuda:0')","tensor(-2.9954, device='cuda:0')"
"tensor(-3.9939, device='cuda:0')","tensor(5.6365, device='cuda:0')","tensor(-2.9066, device='cuda:0')"
"tensor(-3.3419, device='cuda:0')","tensor(5.2384, device='cuda:0')","tensor(-3.0753, device='cuda:0')"
"tensor(-3.4840, device='cuda:0')","tensor(4.9540, device='cuda:0')","tensor(-2.7236, device='cuda:0')"
"tensor(-4.1366, device='cuda:0')","tensor(3.9187, device='cuda:0')","tensor(-1.4215, device='cuda:0')"
"tensor(-3.1014, device='cuda:0')","tensor(5.6547, device='cuda:0')","tensor(-3.5845, device='cuda:0')"
"tensor(-3.5383, device='cuda:0')","tensor(4.2839, device='cuda:0')","tensor(-2.2651, device='cuda:0')"
"tensor(-3.9967, device='cuda:0')","tensor(5.6442, device='cuda:0')","tensor(-3.0735, device='cuda:0')"
"tensor(-3.4443, device='cuda:0')","tensor(5.5174, device='cuda:0')","tensor(-3.3403, device='cuda:0')"
"tensor(-3.7923, device='cuda:0')","tensor(5.3442, device='cuda:0')","tensor(-2.8843, device='cuda:0')"
"tensor(-2.7788, device='cuda:0')","tensor(5.1035, device='cuda:0')","tensor(-3.4027, device='cuda:0')"
"tensor(-3.4521, device='cuda:0')","tensor(5.1245, device='cuda:0')","tensor(-2.9590, device='cuda:0')"
"tensor(-3.3368, device='cuda:0')","tensor(6.1127, device='cuda:0')","tensor(-3.8224, device='cuda:0')"
"tensor(-1.4578, device='cuda:0')","tensor(1.6797, device='cuda:0')","tensor(-1.2700, device='cuda:0')"
"tensor(-3.6421, device='cuda:0')","tensor(5.9847, device='cuda:0')","tensor(-3.4527, device='cuda:0')"
"tensor(-1.2873, device='cuda:0')","tensor(2.5167, device='cuda:0')","tensor(-1.4821, device='cuda:0')"
"tensor(-2.0149, device='cuda:0')","tensor(3.3251, device='cuda:0')","tensor(-2.6100, device='cuda:0')"
"tensor(-3.7639, device='cuda:0')","tensor(5.7210, device='cuda:0')","tensor(-3.2770, device='cuda:0')"
"tensor(-3.2436, device='cuda:0')","tensor(5.4454, device='cuda:0')","tensor(-3.4242, device='cuda:0')"
"tensor(-3.8368, device='cuda:0')","tensor(4.6640, device='cuda:0')","tensor(-2.3969, device='cuda:0')"
"tensor(-3.1189, device='cuda:0')","tensor(4.4447, device='cuda:0')","tensor(-2.8651, device='cuda:0')"
"tensor(-3.7826, device='cuda:0')","tensor(4.7419, device='cuda:0')","tensor(-2.4530, device='cuda:0')"
"tensor(-3.7042, device='cuda:0')","tensor(4.3271, device='cuda:0')","tensor(-2.2685, device='cuda:0')"
"tensor(-4.0748, device='cuda:0')","tensor(5.5549, device='cuda:0')","tensor(-2.9468, device='cuda:0')"
"tensor(-3.6458, device='cuda:0')","tensor(4.6545, device='cuda:0')","tensor(-2.6383, device='cuda:0')"
"tensor(-3.4591, device='cuda:0')","tensor(6.1498, device='cuda:0')","tensor(-3.7626, device='cuda:0')"
"tensor(-3.7939, device='cuda:0')","tensor(5.7644, device='cuda:0')","tensor(-3.1473, device='cuda:0')"
"tensor(0.9096, device='cuda:0')","tensor(0.6290, device='cuda:0')","tensor(-0.9944, device='cuda:0')"
"tensor(-3.6370, device='cuda:0')","tensor(5.5389, device='cuda:0')","tensor(-3.1867, device='cuda:0')"
"tensor(-3.1815, device='cuda:0')","tensor(5.6657, device='cuda:0')","tensor(-3.5068, device='cuda:0')"
"tensor(-3.4271, device='cuda:0')","tensor(7.4020, device='cuda:0')","tensor(-4.7161, device='cuda:0')"
"tensor(-4.0786, device='cuda:0')","tensor(4.9837, device='cuda:0')","tensor(-2.4888, device='cuda:0')"
"tensor(-3.3759, device='cuda:0')","tensor(4.9405, device='cuda:0')","tensor(-2.7851, device='cuda:0')"
"tensor(-3.5060, device='cuda:0')","tensor(5.3857, device='cuda:0')","tensor(-3.1091, device='cuda:0')"
"tensor(-0.7667, device='cuda:0')","tensor(3.7302, device='cuda:0')","tensor(-3.0392, device='cuda:0')"
"tensor(-3.2654, device='cuda:0')","tensor(2.9007, device='cuda:0')","tensor(-1.3871, device='cuda:0')"
"tensor(-2.5343, device='cuda:0')","tensor(3.5488, device='cuda:0')","tensor(-2.2046, device='cuda:0')"
"tensor(-3.7616, device='cuda:0')","tensor(4.5413, device='cuda:0')","tensor(-1.7781, device='cuda:0')"
"tensor(-3.8973, device='cuda:0')","tensor(4.6792, device='cuda:0')","tensor(-2.3600, device='cuda:0')"
"tensor(-2.9876, device='cuda:0')","tensor(5.1844, device='cuda:0')","tensor(-3.2729, device='cuda:0')"
"tensor(-2.2708, device='cuda:0')","tensor(4.1957, device='cuda:0')","tensor(-3.1279, device='cuda:0')"
"tensor(-3.5136, device='cuda:0')","tensor(5.2854, device='cuda:0')","tensor(-2.9722, device='cuda:0')"
"tensor(-3.6644, device='cuda:0')","tensor(5.7833, device='cuda:0')","tensor(-3.3470, device='cuda:0')"
"tensor(-2.4567, device='cuda:0')","tensor(4.2815, device='cuda:0')","tensor(-2.8140, device='cuda:0')"
"tensor(-3.4363, device='cuda:0')","tensor(4.5239, device='cuda:0')","tensor(-2.6104, device='cuda:0')"
"tensor(-4.1619, device='cuda:0')","tensor(5.5228, device='cuda:0')","tensor(-2.8472, device='cuda:0')"
"tensor(-3.4857, device='cuda:0')","tensor(4.2584, device='cuda:0')","tensor(-2.2713, device='cuda:0')"
"tensor(-3.9364, device='cuda:0')","tensor(4.7674, device='cuda:0')","tensor(-2.3817, device='cuda:0')"
"tensor(-3.8149, device='cuda:0')","tensor(4.6095, device='cuda:0')","tensor(-2.3863, device='cuda:0')"
"tensor(-4.0667, device='cuda:0')","tensor(4.9701, device='cuda:0')","tensor(-2.4519, device='cuda:0')"
"tensor(-3.5689, device='cuda:0')","tensor(5.4870, device='cuda:0')","tensor(-3.1712, device='cuda:0')"
"tensor(-3.7394, device='cuda:0')","tensor(5.1899, device='cuda:0')","tensor(-2.9377, device='cuda:0')"
"tensor(-3.6830, device='cuda:0')","tensor(4.7954, device='cuda:0')","tensor(-2.6262, device='cuda:0')"
"tensor(-3.6611, device='cuda:0')","tensor(5.2652, device='cuda:0')","tensor(-3.0421, device='cuda:0')"
"tensor(-3.0773, device='cuda:0')","tensor(5.8737, device='cuda:0')","tensor(-3.7567, device='cuda:0')"
"tensor(-3.5946, device='cuda:0')","tensor(5.6745, device='cuda:0')","tensor(-3.3084, device='cuda:0')"
"tensor(-2.1208, device='cuda:0')","tensor(4.3041, device='cuda:0')","tensor(-3.3397, device='cuda:0')"
"tensor(-2.3279, device='cuda:0')","tensor(5.0263, device='cuda:0')","tensor(-3.7878, device='cuda:0')"
"tensor(-3.3084, device='cuda:0')","tensor(6.5383, device='cuda:0')","tensor(-4.1617, device='cuda:0')"
"tensor(-4.0678, device='cuda:0')","tensor(5.8548, device='cuda:0')","tensor(-3.2168, device='cuda:0')"
"tensor(-3.1249, device='cuda:0')","tensor(4.2701, device='cuda:0')","tensor(-2.4398, device='cuda:0')"
"tensor(-3.3622, device='cuda:0')","tensor(4.1519, device='cuda:0')","tensor(-2.2102, device='cuda:0')"
"tensor(-3.2628, device='cuda:0')","tensor(5.7992, device='cuda:0')","tensor(-3.7395, device='cuda:0')"
"tensor(-3.9143, device='cuda:0')","tensor(6.3070, device='cuda:0')","tensor(-3.6731, device='cuda:0')"
"tensor(-3.9267, device='cuda:0')","tensor(5.6230, device='cuda:0')","tensor(-3.1375, device='cuda:0')"
"tensor(-4.3834, device='cuda:0')","tensor(6.3102, device='cuda:0')","tensor(-3.4978, device='cuda:0')"
"tensor(-3.1916, device='cuda:0')","tensor(5.3849, device='cuda:0')","tensor(-3.3676, device='cuda:0')"
"tensor(-3.5435, device='cuda:0')","tensor(4.4887, device='cuda:0')","tensor(-2.3516, device='cuda:0')"
"tensor(-3.4092, device='cuda:0')","tensor(4.4667, device='cuda:0')","tensor(-2.4086, device='cuda:0')"
"tensor(-3.4784, device='cuda:0')","tensor(5.0263, device='cuda:0')","tensor(-2.8228, device='cuda:0')"
"tensor(-4.1672, device='cuda:0')","tensor(5.7029, device='cuda:0')","tensor(-3.0639, device='cuda:0')"
"tensor(-4.1079, device='cuda:0')","tensor(5.1608, device='cuda:0')","tensor(-2.6679, device='cuda:0')"
"tensor(-3.8660, device='cuda:0')","tensor(5.2099, device='cuda:0')","tensor(-2.7452, device='cuda:0')"
"tensor(-3.0803, device='cuda:0')","tensor(5.0333, device='cuda:0')","tensor(-3.0622, device='cuda:0')"
"tensor(-4.4148, device='cuda:0')","tensor(6.0020, device='cuda:0')","tensor(-3.0958, device='cuda:0')"
"tensor(-3.3622, device='cuda:0')","tensor(4.9052, device='cuda:0')","tensor(-2.8838, device='cuda:0')"
"tensor(-2.6370, device='cuda:0')","tensor(3.2340, device='cuda:0')","tensor(-1.3697, device='cuda:0')"
"tensor(-4.1117, device='cuda:0')","tensor(5.8293, device='cuda:0')","tensor(-3.1002, device='cuda:0')"
"tensor(-3.9319, device='cuda:0')","tensor(5.5043, device='cuda:0')","tensor(-2.9756, device='cuda:0')"
"tensor(-4.2837, device='cuda:0')","tensor(7.4977, device='cuda:0')","tensor(-4.3439, device='cuda:0')"
"tensor(-4.3269, device='cuda:0')","tensor(7.0438, device='cuda:0')","tensor(-3.9248, device='cuda:0')"
"tensor(-3.1715, device='cuda:0')","tensor(4.6377, device='cuda:0')","tensor(-2.7363, device='cuda:0')"
"tensor(-4.3725, device='cuda:0')","tensor(3.0596, device='cuda:0')","tensor(-0.6967, device='cuda:0')"
"tensor(-3.1100, device='cuda:0')","tensor(4.3235, device='cuda:0')","tensor(-2.4164, device='cuda:0')"
"tensor(-2.8813, device='cuda:0')","tensor(3.6680, device='cuda:0')","tensor(-1.5328, device='cuda:0')"
"tensor(-3.3587, device='cuda:0')","tensor(5.2110, device='cuda:0')","tensor(-3.1643, device='cuda:0')"
"tensor(-3.4860, device='cuda:0')","tensor(3.4146, device='cuda:0')","tensor(-1.5686, device='cuda:0')"
"tensor(-3.4559, device='cuda:0')","tensor(5.0642, device='cuda:0')","tensor(-2.9800, device='cuda:0')"
"tensor(-3.3949, device='cuda:0')","tensor(3.1820, device='cuda:0')","tensor(-1.3935, device='cuda:0')"
"tensor(-3.1495, device='cuda:0')","tensor(4.2158, device='cuda:0')","tensor(-2.3469, device='cuda:0')"
"tensor(-2.9936, device='cuda:0')","tensor(4.0470, device='cuda:0')","tensor(-2.0554, device='cuda:0')"
"tensor(-2.7414, device='cuda:0')","tensor(2.0717, device='cuda:0')","tensor(-0.4681, device='cuda:0')"
"tensor(-0.7442, device='cuda:0')","tensor(0.8684, device='cuda:0')","tensor(-0.5783, device='cuda:0')"
"tensor(-3.8637, device='cuda:0')","tensor(6.1155, device='cuda:0')","tensor(-3.3873, device='cuda:0')"
"tensor(-3.2894, device='cuda:0')","tensor(4.7882, device='cuda:0')","tensor(-2.8329, device='cuda:0')"
"tensor(-4.1013, device='cuda:0')","tensor(6.6523, device='cuda:0')","tensor(-3.8623, device='cuda:0')"
"tensor(-3.7017, device='cuda:0')","tensor(5.8067, device='cuda:0')","tensor(-3.4495, device='cuda:0')"
"tensor(-4.4346, device='cuda:0')","tensor(6.5696, device='cuda:0')","tensor(-3.5718, device='cuda:0')"
"tensor(-2.6532, device='cuda:0')","tensor(4.9245, device='cuda:0')","tensor(-3.2517, device='cuda:0')"
"tensor(0.4670, device='cuda:0')","tensor(-0.6376, device='cuda:0')","tensor(0.4035, device='cuda:0')"
"tensor(-2.9090, device='cuda:0')","tensor(3.3189, device='cuda:0')","tensor(-1.6802, device='cuda:0')"
"tensor(-3.5245, device='cuda:0')","tensor(4.0418, device='cuda:0')","tensor(-2.3011, device='cuda:0')"
"tensor(-2.7559, device='cuda:0')","tensor(3.9803, device='cuda:0')","tensor(-2.5119, device='cuda:0')"
"tensor(-3.6297, device='cuda:0')","tensor(4.9871, device='cuda:0')","tensor(-2.7202, device='cuda:0')"
"tensor(-3.6542, device='cuda:0')","tensor(6.0436, device='cuda:0')","tensor(-3.4868, device='cuda:0')"
"tensor(-3.3462, device='cuda:0')","tensor(4.8283, device='cuda:0')","tensor(-2.8179, device='cuda:0')"
"tensor(-3.7971, device='cuda:0')","tensor(4.7640, device='cuda:0')","tensor(-2.6889, device='cuda:0')"
"tensor(-3.2063, device='cuda:0')","tensor(5.6592, device='cuda:0')","tensor(-2.9593, device='cuda:0')"
"tensor(-4.3079, device='cuda:0')","tensor(5.2715, device='cuda:0')","tensor(-2.6240, device='cuda:0')"
"tensor(-3.7961, device='cuda:0')","tensor(4.5006, device='cuda:0')","tensor(-2.4083, device='cuda:0')"
"tensor(-4.3669, device='cuda:0')","tensor(6.0764, device='cuda:0')","tensor(-3.1827, device='cuda:0')"
"tensor(-3.0389, device='cuda:0')","tensor(2.9441, device='cuda:0')","tensor(-0.9585, device='cuda:0')"
