"tensor(3.6716, device='cuda:0')","tensor(-2.5060, device='cuda:0')","tensor(0.1767, device='cuda:0')"
"tensor(3.5943, device='cuda:0')","tensor(-3.3033, device='cuda:0')","tensor(1.5872, device='cuda:0')"
"tensor(3.0674, device='cuda:0')","tensor(-2.6981, device='cuda:0')","tensor(1.4132, device='cuda:0')"
"tensor(4.2111, device='cuda:0')","tensor(-2.1859, device='cuda:0')","tensor(-1.6589, device='cuda:0')"
"tensor(4.8658, device='cuda:0')","tensor(-3.8696, device='cuda:0')","tensor(0.5180, device='cuda:0')"
"tensor(3.7032, device='cuda:0')","tensor(-2.8637, device='cuda:0')","tensor(0.7913, device='cuda:0')"
"tensor(3.0978, device='cuda:0')","tensor(-2.5147, device='cuda:0')","tensor(0.9350, device='cuda:0')"
"tensor(4.4764, device='cuda:0')","tensor(-3.4964, device='cuda:0')","tensor(0.6744, device='cuda:0')"
"tensor(3.5789, device='cuda:0')","tensor(-2.7019, device='cuda:0')","tensor(0.7325, device='cuda:0')"
"tensor(4.5602, device='cuda:0')","tensor(-3.3428, device='cuda:0')","tensor(0.3317, device='cuda:0')"
"tensor(3.5080, device='cuda:0')","tensor(-2.8387, device='cuda:0')","tensor(0.6735, device='cuda:0')"
"tensor(4.0112, device='cuda:0')","tensor(-3.3691, device='cuda:0')","tensor(1.1710, device='cuda:0')"
"tensor(1.1542, device='cuda:0')","tensor(-0.1130, device='cuda:0')","tensor(-0.0567, device='cuda:0')"
"tensor(3.8879, device='cuda:0')","tensor(-3.1958, device='cuda:0')","tensor(1.0588, device='cuda:0')"
"tensor(5.0177, device='cuda:0')","tensor(-3.6499, device='cuda:0')","tensor(-0.0261, device='cuda:0')"
"tensor(3.4272, device='cuda:0')","tensor(-2.8202, device='cuda:0')","tensor(1.1525, device='cuda:0')"
"tensor(4.8267, device='cuda:0')","tensor(-3.6501, device='cuda:0')","tensor(0.4411, device='cuda:0')"
"tensor(4.6812, device='cuda:0')","tensor(-3.4881, device='cuda:0')","tensor(0.3874, device='cuda:0')"
"tensor(3.7790, device='cuda:0')","tensor(-2.9707, device='cuda:0')","tensor(0.8486, device='cuda:0')"
"tensor(3.3965, device='cuda:0')","tensor(-2.6012, device='cuda:0')","tensor(0.7110, device='cuda:0')"
"tensor(2.4486, device='cuda:0')","tensor(-1.9582, device='cuda:0')","tensor(0.8477, device='cuda:0')"
"tensor(4.5576, device='cuda:0')","tensor(-3.4828, device='cuda:0')","tensor(0.4114, device='cuda:0')"
"tensor(2.1328, device='cuda:0')","tensor(-1.9781, device='cuda:0')","tensor(1.6468, device='cuda:0')"
"tensor(3.3644, device='cuda:0')","tensor(-2.4485, device='cuda:0')","tensor(0.4575, device='cuda:0')"
"tensor(6.5046, device='cuda:0')","tensor(-5.0022, device='cuda:0')","tensor(0.1885, device='cuda:0')"
"tensor(5.9105, device='cuda:0')","tensor(-4.2348, device='cuda:0')","tensor(-0.2063, device='cuda:0')"
"tensor(4.3184, device='cuda:0')","tensor(-3.6621, device='cuda:0')","tensor(1.2306, device='cuda:0')"
"tensor(4.3711, device='cuda:0')","tensor(-3.3049, device='cuda:0')","tensor(0.5356, device='cuda:0')"
"tensor(4.9744, device='cuda:0')","tensor(-3.6292, device='cuda:0')","tensor(0.1597, device='cuda:0')"
"tensor(4.2835, device='cuda:0')","tensor(-4.4414, device='cuda:0')","tensor(2.6011, device='cuda:0')"
"tensor(4.4322, device='cuda:0')","tensor(-3.5590, device='cuda:0')","tensor(0.7945, device='cuda:0')"
"tensor(3.0784, device='cuda:0')","tensor(-2.4602, device='cuda:0')","tensor(0.8864, device='cuda:0')"
"tensor(-1.6144, device='cuda:0')","tensor(-0.8152, device='cuda:0')","tensor(4.6993, device='cuda:0')"
"tensor(-4.9420, device='cuda:0')","tensor(5.6484, device='cuda:0')","tensor(-1.9215, device='cuda:0')"
"tensor(-7.0928, device='cuda:0')","tensor(7.7927, device='cuda:0')","tensor(-2.3756, device='cuda:0')"
"tensor(-5.1748, device='cuda:0')","tensor(5.1399, device='cuda:0')","tensor(-0.9194, device='cuda:0')"
"tensor(-5.6558, device='cuda:0')","tensor(5.6767, device='cuda:0')","tensor(-1.1538, device='cuda:0')"
"tensor(-4.4667, device='cuda:0')","tensor(3.9834, device='cuda:0')","tensor(-0.0230, device='cuda:0')"
"tensor(-5.3822, device='cuda:0')","tensor(5.6220, device='cuda:0')","tensor(-1.3804, device='cuda:0')"
"tensor(-6.5081, device='cuda:0')","tensor(6.8390, device='cuda:0')","tensor(-1.6739, device='cuda:0')"
"tensor(-5.9450, device='cuda:0')","tensor(6.1669, device='cuda:0')","tensor(-1.4375, device='cuda:0')"
"tensor(-1.2532, device='cuda:0')","tensor(2.0861, device='cuda:0')","tensor(-1.3775, device='cuda:0')"
"tensor(-2.8455, device='cuda:0')","tensor(2.3826, device='cuda:0')","tensor(0.1981, device='cuda:0')"
"tensor(-2.4014, device='cuda:0')","tensor(3.3271, device='cuda:0')","tensor(-1.7047, device='cuda:0')"
"tensor(-4.1651, device='cuda:0')","tensor(4.2316, device='cuda:0')","tensor(-0.8493, device='cuda:0')"
"tensor(-5.5873, device='cuda:0')","tensor(5.7165, device='cuda:0')","tensor(-1.2373, device='cuda:0')"
"tensor(-5.5798, device='cuda:0')","tensor(5.0725, device='cuda:0')","tensor(-0.6056, device='cuda:0')"
"tensor(-3.4939, device='cuda:0')","tensor(4.1528, device='cuda:0')","tensor(-1.5944, device='cuda:0')"
"tensor(-3.6658, device='cuda:0')","tensor(4.2747, device='cuda:0')","tensor(-1.4501, device='cuda:0')"
"tensor(-5.4369, device='cuda:0')","tensor(5.6612, device='cuda:0')","tensor(-1.3966, device='cuda:0')"
"tensor(-5.9356, device='cuda:0')","tensor(6.1791, device='cuda:0')","tensor(-1.5162, device='cuda:0')"
"tensor(-4.6975, device='cuda:0')","tensor(4.4146, device='cuda:0')","tensor(-0.2377, device='cuda:0')"
"tensor(-4.2275, device='cuda:0')","tensor(4.9639, device='cuda:0')","tensor(-1.8199, device='cuda:0')"
"tensor(-4.5082, device='cuda:0')","tensor(3.4895, device='cuda:0')","tensor(0.7165, device='cuda:0')"
"tensor(-5.2047, device='cuda:0')","tensor(5.4323, device='cuda:0')","tensor(-1.3608, device='cuda:0')"
"tensor(-5.1521, device='cuda:0')","tensor(5.2889, device='cuda:0')","tensor(-1.1298, device='cuda:0')"
"tensor(-5.3169, device='cuda:0')","tensor(5.4574, device='cuda:0')","tensor(-1.2141, device='cuda:0')"
"tensor(-5.1659, device='cuda:0')","tensor(5.3565, device='cuda:0')","tensor(-1.2267, device='cuda:0')"
"tensor(-5.6145, device='cuda:0')","tensor(5.8340, device='cuda:0')","tensor(-1.3857, device='cuda:0')"
"tensor(-4.3653, device='cuda:0')","tensor(4.5422, device='cuda:0')","tensor(-0.7040, device='cuda:0')"
"tensor(-4.3477, device='cuda:0')","tensor(5.0105, device='cuda:0')","tensor(-1.4640, device='cuda:0')"
"tensor(-5.0193, device='cuda:0')","tensor(5.2970, device='cuda:0')","tensor(-1.3723, device='cuda:0')"
"tensor(-4.3571, device='cuda:0')","tensor(5.0039, device='cuda:0')","tensor(-1.4342, device='cuda:0')"
"tensor(-5.5301, device='cuda:0')","tensor(4.6371, device='cuda:0')","tensor(0.4007, device='cuda:0')"
"tensor(-5.2356, device='cuda:0')","tensor(5.5946, device='cuda:0')","tensor(-1.5247, device='cuda:0')"
"tensor(-4.4594, device='cuda:0')","tensor(4.9981, device='cuda:0')","tensor(-1.2267, device='cuda:0')"
"tensor(-4.6523, device='cuda:0')","tensor(4.4997, device='cuda:0')","tensor(-0.2833, device='cuda:0')"
"tensor(-5.7268, device='cuda:0')","tensor(6.2401, device='cuda:0')","tensor(-1.8524, device='cuda:0')"
"tensor(-4.9534, device='cuda:0')","tensor(5.0527, device='cuda:0')","tensor(-1.0098, device='cuda:0')"
"tensor(-5.4476, device='cuda:0')","tensor(5.8801, device='cuda:0')","tensor(-1.7171, device='cuda:0')"
"tensor(-5.0713, device='cuda:0')","tensor(5.1226, device='cuda:0')","tensor(-1.0347, device='cuda:0')"
"tensor(-5.6512, device='cuda:0')","tensor(5.7729, device='cuda:0')","tensor(-1.2065, device='cuda:0')"
"tensor(-4.0870, device='cuda:0')","tensor(4.6104, device='cuda:0')","tensor(-1.4819, device='cuda:0')"
"tensor(-2.8245, device='cuda:0')","tensor(3.4370, device='cuda:0')","tensor(-1.3319, device='cuda:0')"
"tensor(-5.2924, device='cuda:0')","tensor(5.6688, device='cuda:0')","tensor(-1.5265, device='cuda:0')"
"tensor(-1.6781, device='cuda:0')","tensor(2.2328, device='cuda:0')","tensor(-0.9696, device='cuda:0')"
"tensor(-6.0730, device='cuda:0')","tensor(6.2491, device='cuda:0')","tensor(-1.4408, device='cuda:0')"
"tensor(-2.6968, device='cuda:0')","tensor(3.0025, device='cuda:0')","tensor(-0.2264, device='cuda:0')"
"tensor(-3.5540, device='cuda:0')","tensor(3.7723, device='cuda:0')","tensor(-0.9320, device='cuda:0')"
"tensor(-5.1795, device='cuda:0')","tensor(5.5672, device='cuda:0')","tensor(-1.5741, device='cuda:0')"
"tensor(-5.4130, device='cuda:0')","tensor(5.5700, device='cuda:0')","tensor(-1.2565, device='cuda:0')"
"tensor(-5.2735, device='cuda:0')","tensor(5.4092, device='cuda:0')","tensor(-1.1520, device='cuda:0')"
"tensor(-3.6763, device='cuda:0')","tensor(4.0974, device='cuda:0')","tensor(-1.2027, device='cuda:0')"
"tensor(-4.4755, device='cuda:0')","tensor(4.7504, device='cuda:0')","tensor(-1.1742, device='cuda:0')"
"tensor(-3.6916, device='cuda:0')","tensor(3.8907, device='cuda:0')","tensor(-0.9342, device='cuda:0')"
"tensor(-5.5409, device='cuda:0')","tensor(5.5224, device='cuda:0')","tensor(-1.0031, device='cuda:0')"
"tensor(-5.1608, device='cuda:0')","tensor(5.0760, device='cuda:0')","tensor(-0.8065, device='cuda:0')"
"tensor(-4.9495, device='cuda:0')","tensor(5.3472, device='cuda:0')","tensor(-1.5276, device='cuda:0')"
"tensor(-7.0291, device='cuda:0')","tensor(7.0959, device='cuda:0')","tensor(-1.5599, device='cuda:0')"
"tensor(0.2770, device='cuda:0')","tensor(1.0399, device='cuda:0')","tensor(-1.2428, device='cuda:0')"
"tensor(-5.4856, device='cuda:0')","tensor(5.9072, device='cuda:0')","tensor(-1.6181, device='cuda:0')"
"tensor(-5.3894, device='cuda:0')","tensor(5.7989, device='cuda:0')","tensor(-1.5633, device='cuda:0')"
"tensor(-5.5608, device='cuda:0')","tensor(6.4784, device='cuda:0')","tensor(-1.9831, device='cuda:0')"
"tensor(-5.3055, device='cuda:0')","tensor(5.4509, device='cuda:0')","tensor(-1.1976, device='cuda:0')"
"tensor(-5.4502, device='cuda:0')","tensor(5.8987, device='cuda:0')","tensor(-1.7036, device='cuda:0')"
"tensor(-4.4078, device='cuda:0')","tensor(4.7175, device='cuda:0')","tensor(-0.9015, device='cuda:0')"
"tensor(0.2339, device='cuda:0')","tensor(1.3255, device='cuda:0')","tensor(-2.1132, device='cuda:0')"
"tensor(-4.0639, device='cuda:0')","tensor(3.3429, device='cuda:0')","tensor(0.2925, device='cuda:0')"
"tensor(-2.8796, device='cuda:0')","tensor(3.5145, device='cuda:0')","tensor(-1.4967, device='cuda:0')"
"tensor(-4.7484, device='cuda:0')","tensor(4.2641, device='cuda:0')","tensor(0.4818, device='cuda:0')"
"tensor(-4.8785, device='cuda:0')","tensor(4.9473, device='cuda:0')","tensor(-1.0378, device='cuda:0')"
"tensor(-5.2958, device='cuda:0')","tensor(5.5813, device='cuda:0')","tensor(-1.7400, device='cuda:0')"
"tensor(-2.8403, device='cuda:0')","tensor(2.3812, device='cuda:0')","tensor(0.1997, device='cuda:0')"
"tensor(-5.6781, device='cuda:0')","tensor(6.1522, device='cuda:0')","tensor(-1.8127, device='cuda:0')"
"tensor(-4.5366, device='cuda:0')","tensor(4.9907, device='cuda:0')","tensor(-1.4624, device='cuda:0')"
"tensor(-3.8980, device='cuda:0')","tensor(4.4820, device='cuda:0')","tensor(-1.5123, device='cuda:0')"
"tensor(-5.2121, device='cuda:0')","tensor(5.3403, device='cuda:0')","tensor(-1.1573, device='cuda:0')"
"tensor(-6.1791, device='cuda:0')","tensor(6.3079, device='cuda:0')","tensor(-1.3810, device='cuda:0')"
"tensor(-5.1697, device='cuda:0')","tensor(5.1994, device='cuda:0')","tensor(-0.9934, device='cuda:0')"
"tensor(-5.2112, device='cuda:0')","tensor(5.4323, device='cuda:0')","tensor(-1.3415, device='cuda:0')"
"tensor(-5.2530, device='cuda:0')","tensor(5.4252, device='cuda:0')","tensor(-1.2659, device='cuda:0')"
"tensor(-5.6956, device='cuda:0')","tensor(6.0326, device='cuda:0')","tensor(-1.5326, device='cuda:0')"
"tensor(-5.2935, device='cuda:0')","tensor(5.6167, device='cuda:0')","tensor(-1.4910, device='cuda:0')"
"tensor(-5.1362, device='cuda:0')","tensor(5.2007, device='cuda:0')","tensor(-1.0398, device='cuda:0')"
"tensor(-5.3714, device='cuda:0')","tensor(5.4957, device='cuda:0')","tensor(-1.1832, device='cuda:0')"
"tensor(-5.1948, device='cuda:0')","tensor(5.4242, device='cuda:0')","tensor(-1.3548, device='cuda:0')"
"tensor(-5.1416, device='cuda:0')","tensor(5.4853, device='cuda:0')","tensor(-1.4901, device='cuda:0')"
"tensor(-5.5447, device='cuda:0')","tensor(5.8694, device='cuda:0')","tensor(-1.5105, device='cuda:0')"
"tensor(-2.9230, device='cuda:0')","tensor(3.3506, device='cuda:0')","tensor(-1.0693, device='cuda:0')"
"tensor(-4.7041, device='cuda:0')","tensor(5.1331, device='cuda:0')","tensor(-1.4728, device='cuda:0')"
"tensor(-5.4720, device='cuda:0')","tensor(5.9085, device='cuda:0')","tensor(-1.6968, device='cuda:0')"
"tensor(-5.1636, device='cuda:0')","tensor(5.2189, device='cuda:0')","tensor(-1.0175, device='cuda:0')"
"tensor(-4.9046, device='cuda:0')","tensor(5.4215, device='cuda:0')","tensor(-1.8138, device='cuda:0')"
"tensor(-3.7019, device='cuda:0')","tensor(4.1335, device='cuda:0')","tensor(-1.1048, device='cuda:0')"
"tensor(-4.0840, device='cuda:0')","tensor(4.8387, device='cuda:0')","tensor(-1.9437, device='cuda:0')"
"tensor(-4.3946, device='cuda:0')","tensor(4.7969, device='cuda:0')","tensor(-1.0684, device='cuda:0')"
"tensor(-6.1674, device='cuda:0')","tensor(6.3064, device='cuda:0')","tensor(-1.3965, device='cuda:0')"
"tensor(-5.6763, device='cuda:0')","tensor(5.8774, device='cuda:0')","tensor(-1.3632, device='cuda:0')"
"tensor(-3.8063, device='cuda:0')","tensor(4.4169, device='cuda:0')","tensor(-1.5790, device='cuda:0')"
"tensor(-4.7992, device='cuda:0')","tensor(4.6606, device='cuda:0')","tensor(-0.6690, device='cuda:0')"
"tensor(-6.1205, device='cuda:0')","tensor(5.3576, device='cuda:0')","tensor(0.0876, device='cuda:0')"
"tensor(-5.3210, device='cuda:0')","tensor(5.3705, device='cuda:0')","tensor(-1.1687, device='cuda:0')"
"tensor(-5.5536, device='cuda:0')","tensor(5.8538, device='cuda:0')","tensor(-1.5198, device='cuda:0')"
"tensor(-5.4245, device='cuda:0')","tensor(5.6299, device='cuda:0')","tensor(-1.3601, device='cuda:0')"
"tensor(-7.0049, device='cuda:0')","tensor(7.3363, device='cuda:0')","tensor(-1.7785, device='cuda:0')"
"tensor(-4.9142, device='cuda:0')","tensor(5.2660, device='cuda:0')","tensor(-1.3511, device='cuda:0')"
"tensor(-5.8391, device='cuda:0')","tensor(6.0720, device='cuda:0')","tensor(-1.4378, device='cuda:0')"
"tensor(-5.4755, device='cuda:0')","tensor(5.7207, device='cuda:0')","tensor(-1.3755, device='cuda:0')"
"tensor(-4.1250, device='cuda:0')","tensor(3.9797, device='cuda:0')","tensor(0.0496, device='cuda:0')"
"tensor(-5.3997, device='cuda:0')","tensor(5.6347, device='cuda:0')","tensor(-1.3601, device='cuda:0')"
"tensor(-5.7103, device='cuda:0')","tensor(6.0406, device='cuda:0')","tensor(-1.5884, device='cuda:0')"
"tensor(-5.9739, device='cuda:0')","tensor(6.5510, device='cuda:0')","tensor(-1.6417, device='cuda:0')"
"tensor(-7.3383, device='cuda:0')","tensor(7.8592, device='cuda:0')","tensor(-2.1767, device='cuda:0')"
"tensor(-4.4996, device='cuda:0')","tensor(4.2477, device='cuda:0')","tensor(-0.2299, device='cuda:0')"
"tensor(-6.1320, device='cuda:0')","tensor(4.0579, device='cuda:0')","tensor(2.4134, device='cuda:0')"
"tensor(-4.8380, device='cuda:0')","tensor(5.2269, device='cuda:0')","tensor(-1.4925, device='cuda:0')"
"tensor(-1.5304, device='cuda:0')","tensor(1.5728, device='cuda:0')","tensor(0.7803, device='cuda:0')"
"tensor(-3.8009, device='cuda:0')","tensor(4.4179, device='cuda:0')","tensor(-1.5840, device='cuda:0')"
"tensor(-5.6758, device='cuda:0')","tensor(4.8464, device='cuda:0')","tensor(0.1501, device='cuda:0')"
"tensor(-5.7999, device='cuda:0')","tensor(6.1737, device='cuda:0')","tensor(-1.6029, device='cuda:0')"
"tensor(-5.3342, device='cuda:0')","tensor(4.3255, device='cuda:0')","tensor(0.3917, device='cuda:0')"
"tensor(-5.1227, device='cuda:0')","tensor(5.5388, device='cuda:0')","tensor(-1.0161, device='cuda:0')"
"tensor(-4.2958, device='cuda:0')","tensor(4.1618, device='cuda:0')","tensor(0.1007, device='cuda:0')"
"tensor(-4.3898, device='cuda:0')","tensor(3.1786, device='cuda:0')","tensor(1.6431, device='cuda:0')"
"tensor(-0.2499, device='cuda:0')","tensor(0.7688, device='cuda:0')","tensor(0.4950, device='cuda:0')"
"tensor(-5.6901, device='cuda:0')","tensor(6.2563, device='cuda:0')","tensor(-1.9080, device='cuda:0')"
"tensor(-4.8430, device='cuda:0')","tensor(5.4966, device='cuda:0')","tensor(-1.8295, device='cuda:0')"
"tensor(-5.9030, device='cuda:0')","tensor(6.1811, device='cuda:0')","tensor(-1.5050, device='cuda:0')"
"tensor(-5.2617, device='cuda:0')","tensor(5.4036, device='cuda:0')","tensor(-1.2379, device='cuda:0')"
"tensor(-5.6322, device='cuda:0')","tensor(5.8578, device='cuda:0')","tensor(-1.3980, device='cuda:0')"
"tensor(-5.2987, device='cuda:0')","tensor(5.3482, device='cuda:0')","tensor(-1.1562, device='cuda:0')"
"tensor(-0.7713, device='cuda:0')","tensor(0.1103, device='cuda:0')","tensor(1.9263, device='cuda:0')"
"tensor(-6.2363, device='cuda:0')","tensor(5.8195, device='cuda:0')","tensor(-0.8634, device='cuda:0')"
"tensor(-4.6580, device='cuda:0')","tensor(4.4564, device='cuda:0')","tensor(-0.4177, device='cuda:0')"
"tensor(-4.8897, device='cuda:0')","tensor(4.7285, device='cuda:0')","tensor(-0.4909, device='cuda:0')"
"tensor(-4.6660, device='cuda:0')","tensor(4.8535, device='cuda:0')","tensor(-1.3641, device='cuda:0')"
"tensor(-6.6066, device='cuda:0')","tensor(7.1212, device='cuda:0')","tensor(-2.1003, device='cuda:0')"
"tensor(-6.0754, device='cuda:0')","tensor(6.1408, device='cuda:0')","tensor(-1.5417, device='cuda:0')"
"tensor(-4.7076, device='cuda:0')","tensor(4.1752, device='cuda:0')","tensor(-0.0203, device='cuda:0')"
"tensor(-4.1601, device='cuda:0')","tensor(4.9858, device='cuda:0')","tensor(-1.2876, device='cuda:0')"
"tensor(-7.3246, device='cuda:0')","tensor(7.2949, device='cuda:0')","tensor(-1.2522, device='cuda:0')"
"tensor(-4.7451, device='cuda:0')","tensor(3.8012, device='cuda:0')","tensor(0.5466, device='cuda:0')"
"tensor(-5.5858, device='cuda:0')","tensor(5.9709, device='cuda:0')","tensor(-1.6517, device='cuda:0')"
"tensor(-3.5537, device='cuda:0')","tensor(2.6191, device='cuda:0')","tensor(1.5631, device='cuda:0')"
"tensor(-2.6914, device='cuda:0')","tensor(2.4935, device='cuda:0')","tensor(-0.3512, device='cuda:0')"
"tensor(-6.5452, device='cuda:0')","tensor(6.6899, device='cuda:0')","tensor(-1.4694, device='cuda:0')"
"tensor(-6.2151, device='cuda:0')","tensor(6.5245, device='cuda:0')","tensor(-1.4036, device='cuda:0')"
"tensor(-5.6218, device='cuda:0')","tensor(5.7248, device='cuda:0')","tensor(-1.2209, device='cuda:0')"
"tensor(-5.6273, device='cuda:0')","tensor(6.0333, device='cuda:0')","tensor(-1.6487, device='cuda:0')"
"tensor(-6.1678, device='cuda:0')","tensor(5.7874, device='cuda:0')","tensor(0.1197, device='cuda:0')"
"tensor(-4.1709, device='cuda:0')","tensor(4.3351, device='cuda:0')","tensor(-0.4136, device='cuda:0')"
"tensor(-5.7860, device='cuda:0')","tensor(5.7432, device='cuda:0')","tensor(-0.3403, device='cuda:0')"
"tensor(-4.1375, device='cuda:0')","tensor(4.4231, device='cuda:0')","tensor(-0.6632, device='cuda:0')"
"tensor(-5.2094, device='cuda:0')","tensor(5.5743, device='cuda:0')","tensor(-1.5343, device='cuda:0')"
"tensor(-7.4040, device='cuda:0')","tensor(7.9311, device='cuda:0')","tensor(-2.1852, device='cuda:0')"
"tensor(-6.6928, device='cuda:0')","tensor(6.9450, device='cuda:0')","tensor(-1.7041, device='cuda:0')"
"tensor(-7.3446, device='cuda:0')","tensor(7.3187, device='cuda:0')","tensor(-1.2708, device='cuda:0')"
"tensor(-6.4922, device='cuda:0')","tensor(6.8083, device='cuda:0')","tensor(-1.7701, device='cuda:0')"
"tensor(-5.6064, device='cuda:0')","tensor(6.1040, device='cuda:0')","tensor(-1.8365, device='cuda:0')"
